name	strand	path
02eca7e3-ec99-4ade-bef6-d1a2d0a0ab0f	positive	your_fast5_directory/Subject04/Subject04_read_7237_ch_2597_strand.fast5
162df1f1-bd5d-4cd1-a558-e6dd1525c6cc	negative	your_fast5_directory/Subject04/Subject04_read_8421_ch_1457_strand.fast5
37df087b-09e5-4b7c-bf5e-452310692056	positive	your_fast5_directory/Subject04/Subject04_read_12977_ch_1765_strand.fast5
40b2e343-cc45-4c7c-9714-bede62e39748	negative	your_fast5_directory/Subject04/Subject04_read_4311_ch_1669_strand.fast5
43170596-da45-4fd9-b4a0-a26c934cf4c3	positive	your_fast5_directory/Subject04/Subject04_read_29101_ch_789_strand.fast5
494030cc-f41f-479c-9e56-508327c25468	positive	your_fast5_directory/Subject04/Subject04_read_2140_ch_842_strand.fast5
4a03adc1-1d6a-4efe-a38d-fb5fa7a12581	positive	your_fast5_directory/Subject04/Subject04_read_5422_ch_2854_strand.fast5
59587dee-2c7e-4790-95a6-8a799d2d099a	positive	your_fast5_directory/Subject04/Subject04_read_4017_ch_2185_strand.fast5
621fcbf8-5e29-4fa0-abf5-69b19550739c	positive	your_fast5_directory/Subject04/Subject04_read_9406_ch_2402_strand.fast5
6522c821-ccf6-417b-adc0-9744625a5ec0	negative	your_fast5_directory/Subject04/Subject04_read_19936_ch_1671_strand.fast5
8ed4d156-5898-46a9-b4a2-12c9be80944f	positive	your_fast5_directory/Subject04/Subject04_read_20077_ch_2012_strand.fast5
92b5ab3d-556e-4e5f-a9ce-4f95c4f08c15	positive	your_fast5_directory/Subject04/Subject04_read_25696_ch_2666_strand.fast5
93430581-4d1a-4355-b96f-91e6495d8e7b	negative	your_fast5_directory/Subject04/Subject04_read_29814_ch_1531_strand.fast5
9fef502d-c95e-47e6-b8e7-7e3f3de33850	positive	your_fast5_directory/Subject04/Subject04_read_844_ch_2136_strand.fast5
c2be1c0e-7cb9-43d4-a727-21aaad576177	positive	your_fast5_directory/Subject04/Subject04_read_39329_ch_2426_strand.fast5
e21e5a83-d110-423f-aa1d-3f55ea4157df	positive	your_fast5_directory/Subject04/Subject04_read_12791_ch_1612_strand.fast5
