name	strand	path
0467e703-26aa-432d-8ad1-a931f491be40	negative	your_fast5_directory/Subject03/Subject03_read_2560_ch_1031_strand.fast5
0d58fa01-a59b-4a38-a23b-a9c296c77dda	positive	your_fast5_directory/Subject03/Subject03_read_623_ch_2034_strand.fast5
1a7e472a-eb28-4b4a-bf7b-19385da8ef5c	negative	your_fast5_directory/Subject03/Subject03_read_2439_ch_1512_strand.fast5
2cf79559-3455-4887-aadc-99d1e43afe9f	negative	your_fast5_directory/Subject03/Subject03_read_61780_ch_2229_strand.fast5
3e6a1f4f-60c1-441e-bca7-c34d87433682	negative	your_fast5_directory/Subject03/Subject03_read_12766_ch_1289_strand.fast5
6617de34-bef3-43dd-b08e-c0a54898934c	positive	your_fast5_directory/Subject03/Subject03_read_11914_ch_1781_strand.fast5
694df6ff-7d87-4c0c-a099-2eea1554979f	positive	your_fast5_directory/Subject03/Subject03_read_6359_ch_2402_strand.fast5
6f12157c-388c-432f-a7d2-06a2637c4f0f	negative	your_fast5_directory/Subject03/Subject03_read_14611_ch_2157_strand.fast5
76da6021-db11-42d5-866e-182556cc4132	positive	your_fast5_directory/Subject03/Subject03_read_3498_ch_1887_strand.fast5
8af6af61-b0f5-46c5-8cc7-edf889a57819	positive	your_fast5_directory/Subject03/Subject03_read_9910_ch_568_strand.fast5
9df214ec-bac4-4df8-bff5-d9cdb2c0c996	positive	your_fast5_directory/Subject03/Subject03_read_50358_ch_272_strand.fast5
cf98c130-c3d7-465c-acf0-c4c8a1862653	negative	your_fast5_directory/Subject03/Subject03_read_1264_ch_1825_strand.fast5
d3a261ae-89d0-4673-8b14-738e8cbeb605	positive	your_fast5_directory/Subject03/Subject03_read_19196_ch_2041_strand.fast5
f7395134-9415-4972-b45e-0467cc14702e	positive	your_fast5_directory/Subject03/Subject03_read_4138_ch_321_strand.fast5
fc3a376c-a27c-4869-83ed-f868dfde37d2	positive	your_fast5_directory/Subject03/Subject03_read_32073_ch_282_strand.fast5
fc71c872-91c7-4ba8-938f-bffe67871fc3	negative	your_fast5_directory/Subject03/Subject03_read_855_ch_837_strand.fast5
