name	strand	path
07dd8cdf-ad99-48df-bd4a-569c7417b2bc	positive	your_fast5_directory/Subject08_read_515_ch_2901_strand.fast5
65788c78-7d32-4855-8a9e-96318d576908	negative	your_fast5_directory/Subject08_read_352_ch_1863_strand.fast5
7085b3d6-46dc-412f-b452-fe5f5151d738	positive	your_fast5_directory/Subject08_read_3181_ch_1155_strand.fast5
7404f9f6-3c45-4876-bfc5-56e700ba1a5e	positive	your_fast5_directory/Subject08_read_35715_ch_1600_strand.fast5
7f7ccc95-b6a8-4d8a-847c-56b60c3d0c82	negative	your_fast5_directory/Subject08_read_1088_ch_2461_strand.fast5
8e3ae539-0fdc-4a1a-9a2a-10c2b8514702	negative	your_fast5_directory/Subject08_read_2000_ch_2037_strand.fast5
9c1a81f3-e1d8-42c6-8aef-8245258d8257	negative	your_fast5_directory/Subject08_read_898_ch_299_strand.fast5
a1cfb9d3-310f-4924-b81d-38d383c4c9e9	negative	your_fast5_directory/Subject08_read_34_ch_1227_strand.fast5
a51c4551-db78-4f1d-a229-58e17e3fb86a	positive	your_fast5_directory/Subject08_read_5586_ch_956_strand.fast5
aaf60568-92ee-42df-89ad-33eecfaf46ca	negative	your_fast5_directory/Subject08_read_8044_ch_1561_strand.fast5
aeb05f4d-42da-487b-aae0-bbbbedd099f0	positive	your_fast5_directory/Subject08_read_2350_ch_129_strand.fast5
b6e4470e-c68e-434e-932d-785a3aff28f8	positive	your_fast5_directory/Subject08_read_4433_ch_329_strand.fast5
bbf446cf-5999-4d0c-8c88-403964ff9c8a	positive	your_fast5_directory/Subject08_read_596_ch_1028_strand.fast5
bef02c76-dd17-4d15-8e92-f1334ff9c211	negative	your_fast5_directory/Subject08_read_6296_ch_1753_strand.fast5
ee81ca68-3d24-41d8-af24-4175c680b927	positive	your_fast5_directory/Subject08_read_595_ch_1209_strand.fast5
fa6f8e1f-6c57-4f37-98ef-394dba902997	positive	your_fast5_directory/Subject08_read_1825_ch_526_strand.fast5
