name	strand	path
077dce7f-6c8a-4afa-8d42-c978f174e57a	positive	your_fast5_directory/Subject05_read_390_ch_622_strand.fast5
1e5bda90-3994-48d4-81b9-f4f2b8b2403c	positive	your_fast5_directory/Subject05_read_5703_ch_1575_strand.fast5
21ed68cb-a368-433c-a94f-c46059f1df4b	negative	your_fast5_directory/Subject05_read_1798_ch_635_strand.fast5
340e27cc-468d-498d-af7a-1a91629c9a9e	positive	your_fast5_directory/Subject05_read_7805_ch_2638_strand.fast5
3f6fe145-289d-47dd-b278-532614ca5a18	negative	your_fast5_directory/Subject05_read_3751_ch_1868_strand.fast5
3f8c49fe-c731-40db-aab7-9bf9a45b1f73	negative	your_fast5_directory/Subject05_read_18320_ch_1217_strand.fast5
4d5e9afa-ac96-4365-92ec-3a44046f9eb2	negative	your_fast5_directory/Subject05_read_14264_ch_1684_strand.fast5
53f53fc2-94f2-46d4-86ea-5ef3de0c3113	negative	your_fast5_directory/Subject05_read_8698_ch_2705_strand.fast5
62479fa1-d5fc-443b-8dd6-642db70f84c0	negative	your_fast5_directory/Subject05_read_19728_ch_1103_strand.fast5
72e51d97-36a6-4e2e-8f7a-3767cbb78d48	positive	your_fast5_directory/Subject05_read_1243_ch_461_strand.fast5
998e2810-9439-4967-87e6-85983471d531	positive	your_fast5_directory/Subject05_read_2981_ch_2630_strand.fast5
9f66ac2b-7873-4502-8c32-8ace84759886	positive	your_fast5_directory/Subject05_read_16847_ch_2714_strand.fast5
afe48b32-f262-4bee-8e6d-c81bc49f8cce	positive	your_fast5_directory/Subject05_read_2968_ch_1901_strand.fast5
baf909f8-a4ea-49bb-91c1-ab6c7f9da85f	negative	your_fast5_directory/Subject05_read_12492_ch_2220_strand.fast5
c4b0b445-c624-4e2f-a7e6-f7ec82d82511	negative	your_fast5_directory/Subject05_read_13929_ch_328_strand.fast5
d79c14e3-a802-43c0-97af-5014874ca610	negative	your_fast5_directory/Subject05_read_53836_ch_1813_strand.fast5
da112822-2f50-49e0-b38e-68883eb78360	positive	your_fast5_directory/Subject05_read_34118_ch_980_strand.fast5
e53a228d-c831-409b-a371-2ff659f7c885	negative	your_fast5_directory/Subject05_read_32415_ch_410_strand.fast5
eb34e818-1484-406a-816d-2f44500ad507	positive	your_fast5_directory/Subject05_read_38206_ch_433_strand.fast5
ebb26567-c76c-413b-ae39-00d2e2e59fb2	positive	your_fast5_directory/Subject05_read_5635_ch_1351_strand.fast5
