name	strand	path
044d28e5-88fd-45b9-97b0-6570f05cf616	negative	your_fast5_directory/Subject01/Subject01_read_17998_ch_99_strand.fast5
1fb2347d-283f-47d7-bda1-e484c6410be2	positive	your_fast5_directory/Subject01/Subject01_read_10075_ch_775_strand.fast5
22b3a16c-5621-48ea-b4f4-086c154d654d	negative	your_fast5_directory/Subject01/Subject01_read_18871_ch_704_strand.fast5
3cf037f2-c592-436e-b047-c4f6453b909f	negative	your_fast5_directory/Subject01/Subject01_read_38517_ch_266_strand.fast5
45601537-fbf7-41d2-b479-08a4f1244f21	negative	your_fast5_directory/Subject01/Subject01_read_30224_ch_1519_strand.fast5
5e861174-c056-4101-8a80-d8ed200badf3	positive	your_fast5_directory/Subject01/Subject01_read_993_ch_644_strand.fast5
79e6b987-1585-419e-9b47-29c20bf4407b	positive	your_fast5_directory/Subject01/Subject01_read_54434_ch_2852_strand.fast5
7acf2276-520b-4f53-beed-486efdf1712b	negative	your_fast5_directory/Subject01/Subject01_read_9883_ch_318_strand.fast5
93b7f1bd-e040-4017-8c5f-c5ccf45cb793	positive	your_fast5_directory/Subject01/Subject01_read_126152_ch_161_strand.fast5
b2c435e2-bf6b-44ff-9be4-8a1f51c781e1	positive	your_fast5_directory/Subject01/Subject01_read_6730_ch_130_strand.fast5
c7f8dd53-15b8-4bc4-8f3e-3047e89d72ff	positive	your_fast5_directory/Subject01/Subject01_read_15163_ch_147_strand.fast5
fa273778-89ae-4a93-b16c-91ae87c7d1fc	positive	your_fast5_directory/Subject01/Subject01_read_4898_ch_48_strand.fast5
