name	strand	path
1276f193-50d6-43d3-a1a9-91ed52f626d7	positive	your_fast5_directory/Subject10/Subject10_read_3326_ch_2679_strand.fast5
5823f464-b3ed-4eb3-8ccb-6d84ed1c601b	positive	your_fast5_directory/Subject10/Subject10_read_5630_ch_700_strand.fast5
5f806f54-a907-427b-bee3-ae4a16829b41	positive	your_fast5_directory/Subject10/Subject10_read_9607_ch_2296_strand.fast5
7932d952-2839-46d4-84ca-fb66af5cacc0	negative	your_fast5_directory/Subject10/Subject10_read_243_ch_1622_strand.fast5
8dc93909-6226-4943-b140-a5ccc1bd1d89	positive	your_fast5_directory/Subject10/Subject10_read_4423_ch_1266_strand.fast5
8fc6a59f-e5a2-4f50-b390-bd7143976ecf	positive	your_fast5_directory/Subject10/Subject10_read_36776_ch_826_strand.fast5
a7c03a62-7687-4dae-84fb-b1526f68a51b	negative	your_fast5_directory/Subject10/Subject10_read_4686_ch_1017_strand.fast5
c5a12c32-f058-410e-845c-d20ce1d91535	positive	your_fast5_directory/Subject10/Subject10_read_12434_ch_661_strand.fast5
d346b64c-9711-419a-b75e-5c94ebfd4eb2	negative	your_fast5_directory/Subject10/Subject10_read_3688_ch_1670_strand.fast5
db9257fb-de22-40dd-b0e3-703efcd099b3	positive	your_fast5_directory/Subject10/Subject10_read_3929_ch_1997_strand.fast5
e25735f2-1832-41da-84af-2548c526aa52	negative	your_fast5_directory/Subject10/Subject10_read_8247_ch_2286_strand.fast5
