name	strand	path
0261bb3d-b354-429a-b6b4-4bb6afcd8dc3	negative	your_fast5_directory/Subject06/Subject06_read_14592_ch_1616_strand.fast5
081fa13a-416c-4998-a1a5-4433b612a062	positive	your_fast5_directory/Subject06/Subject06_read_3219_ch_1137_strand.fast5
0d879213-8300-4f3f-8f91-14dfcd7dd9fd	negative	your_fast5_directory/Subject06/Subject06_read_25788_ch_455_strand.fast5
136feec1-b324-4b98-a4a5-d86ec705073e	negative	your_fast5_directory/Subject06/Subject06_read_849_ch_705_strand.fast5
17cde21a-62c6-40e5-b65a-78fc8c2327ca	positive	your_fast5_directory/Subject06/Subject06_read_30849_ch_1188_strand.fast5
1eeb5788-8739-447c-b8a8-c4ddebee2739	negative	your_fast5_directory/Subject06/Subject06_read_31_ch_1945_strand.fast5
2e22632d-654b-4c23-9f23-58745d5d2d67	negative	your_fast5_directory/Subject06/Subject06_read_53255_ch_2771_strand.fast5
3791a759-7d91-4f91-8e09-15dd89678ea7	negative	your_fast5_directory/Subject06/Subject06_read_3176_ch_1279_strand.fast5
3b0bae0e-59ec-459d-b396-4bc6588af562	positive	your_fast5_directory/Subject06/Subject06_read_9244_ch_660_strand.fast5
3bfb5643-b986-4905-a80d-13fb72a4a258	positive	your_fast5_directory/Subject06/Subject06_read_857_ch_2159_strand.fast5
47bccd07-1a39-49f7-bcdc-c21a6c56360a	positive	your_fast5_directory/Subject06/Subject06_read_4674_ch_450_strand.fast5
4a0470e0-5163-4d23-a748-45fecfed3369	negative	your_fast5_directory/Subject06/Subject06_read_6915_ch_1841_strand.fast5
571020cd-4934-481c-baf1-377e81a84e00	positive	your_fast5_directory/Subject06/Subject06_read_60987_ch_2031_strand.fast5
5ff0b8a9-976e-455c-a43a-095edcfb744e	negative	your_fast5_directory/Subject06/Subject06_read_6831_ch_1551_strand.fast5
710ebab2-58f0-492c-a851-17de54095262	negative	your_fast5_directory/Subject06/Subject06_read_21846_ch_826_strand.fast5
74a887e3-a363-4b30-8b26-72bec9488692	negative	your_fast5_directory/Subject06/Subject06_read_6255_ch_1969_strand.fast5
77169997-e2b6-49ed-b160-ae3ad9913f56	negative	your_fast5_directory/Subject06/Subject06_read_2229_ch_1018_strand.fast5
774e08e0-64fd-4c8a-89f0-75969578b1b0	negative	your_fast5_directory/Subject06/Subject06_read_40188_ch_716_strand.fast5
846856a0-4a24-49cc-8a08-9e3e07273436	positive	your_fast5_directory/Subject06/Subject06_read_24036_ch_1406_strand.fast5
9dad194d-7a8f-43ff-be30-63287635c437	negative	your_fast5_directory/Subject06/Subject06_read_3637_ch_557_strand.fast5
ae7e884c-dfeb-4124-a445-8f968003878f	negative	your_fast5_directory/Subject06/Subject06_read_50746_ch_2460_strand.fast5
b2c0d8ac-f06f-4172-a00e-1e017e2dbf5d	positive	your_fast5_directory/Subject06/Subject06_read_3996_ch_2650_strand.fast5
b4d0bc3d-fe42-4743-a412-c7f65b3bc759	negative	your_fast5_directory/Subject06/Subject06_read_5120_ch_1666_strand.fast5
d8b2f094-1939-419e-a532-75a9ab9d9c3c	negative	your_fast5_directory/Subject06/Subject06_read_10898_ch_1568_strand.fast5
e7efbd7f-03c9-4712-8ebf-f4dbc9657bfe	positive	your_fast5_directory/Subject06/Subject06_read_32333_ch_2111_strand.fast5
e9b109a7-00de-4f99-8efc-16913ff04426	negative	your_fast5_directory/Subject06/Subject06_read_2133_ch_577_strand.fast5
e9e259c9-60fd-4d5a-a346-488f069e3e70	positive	your_fast5_directory/Subject06/Subject06_read_20419_ch_1391_strand.fast5
f8c42969-05f1-4a17-9928-55b5ac9bf43a	negative	your_fast5_directory/Subject06/Subject06_read_61176_ch_2368_strand.fast5
